Phytochemical,PlantName,PubMed Id
"1, 7-dimethoxyxanthone",Polygala telephioides,18309668
"1-methoxy-2, 3-methylenedioxyxanthone",Polygala telephioides,18309668
polygalaxanthone III,Polygala tenuifolia,7859329
tenuifoliside E,Polygala tenuifolia,7859329
tricornose A,Polygala tricornis,15921420
tricornose B,Polygala tricornis,15921420
tricornose C,Polygala tricornis,15921420
tricornose D,Polygala tricornis,15921420
tricornose E,Polygala tricornis,15921420
tricornose F,Polygala tricornis,15921420
tricornose G,Polygala tricornis,15921420
tricornose H,Polygala tricornis,15921420
tricornose I,Polygala tricornis,15921420
tricornose J,Polygala tricornis,15921420
tricornose K,Polygala tricornis,15921420
tricornose L,Polygala tricornis,15921420
tricornoside A,Polygala tricornis,16378382
tricornoside B,Polygala tricornis,16378382
tricornoside C,Polygala tricornis,16378382
tricornoside D,Polygala tricornis,16378382
tricornoside E,Polygala tricornis,16378382
tricornoside F,Polygala tricornis,16378382
watterose A,Polygala wattersii,10978209
watterose B,Polygala wattersii,10978209
watterose C,Polygala wattersii,10978209
watterose D,Polygala wattersii,10978209
watterose E,Polygala wattersii,10978209
watterose F,Polygala wattersii,10978209
watterose G,Polygala wattersii,10978209
watterose H,Polygala wattersii,10978209
watterose I,Polygala wattersii,10978209
watterose J,Polygala wattersii,10978209
wattersiixanthone A,Polygala wattersii,10978209
wattersiixanthone B,Polygala wattersii,10978209
(-)-epicatechin,Polygonum amplexicaule,19385182
angelicin,Polygonum amplexicaule,19385182
beta-sitosterol,Polygonum amplexicaule,19385182
friedelin,Polygonum amplexicaule,19385182
palmitic acid,Polygonum amplexicaule,19385182
psoralen,Polygonum amplexicaule,19385182
quercetin,Polygonum amplexicaule,19385182
simiarenone,Polygonum amplexicaule,19385182
1-O-P-D-(6'-O-galloyl)-glucopyranosyl-3-methoxy-5-hydroxybenzene,Polygonum capitatum,23451496
"5,7-dihydroxy-4H-chromen-4-one",Polygonum capitatum,23451496
ellagic acid,Polygonum capitatum,23451496
hirsutine,Polygonum capitatum,23451496
kaempferol,Polygonum capitatum,23451496
kaempferol-3-O-alpha-L-rhamnopyranoside,Polygonum capitatum,23451496
myricetrin,Polygonum capitatum,23451496
quercetin,Polygonum capitatum,23451496
"quercetin-3-O-( 3""-O-galloyl) -/3-D-glucopyranoside",Polygonum capitatum,23451496
"quercetin-3-O-(2""-O-galloyl) -alpha-L-rhamnopyranoside",Polygonum capitatum,23451496
"quercetin-3-O-(2""-O-galloyl)-beta-D-glucopyranoside",Polygonum capitatum,23451496
"quercetin-3-O-(3""-O-galloyl) -alpha-L-rhamnopyranoside",Polygonum capitatum,23451496
quercitrin,Polygonum capitatum,23451496
rutin,Polygonum capitatum,23451496
"3,5,7-trihydroxychromone",Polygonum jucundum,19873783
8-methoxyquercetin,Polygonum jucundum,19873783
beta-sitosterol,Polygonum jucundum,19873783
luteolin,Polygonum jucundum,19873783
p-hydroxybenzaldehyde,Polygonum jucundum,19873783
pigenin,Polygonum jucundum,19873783
quercetin,Polygonum jucundum,19873783
quercetin-3'-O-beta-D-galactoside,Polygonum jucundum,19873783
"1,3,5-trihydroxybenzene",Polygonum orientale,20069904
"3,3'-dimethoxyellagic-acid-4-O-beta-D-glucoside",Polygonum orientale,20069904
alphitonin,Polygonum orientale,20069904
apocynin,Polygonum orientale,20069904
kaempferol,Polygonum orientale,20069904
kaempferol-3-O-alpha-L-rhamnoside,Polygonum orientale,20069904
kaempferol-3-O-beta-D-glucoside,Polygonum orientale,20069904
"methyl 3, 4-dihydroxybenzoate",Polygonum orientale,20069904
quercetin-3-O-alpha-L-rhamnoside,Polygonum orientale,20069904
Polypodoside A,Polypodium glycyrrhiza,3236009
Apigenin,Primula sikkmensis,18589747
beta-sitosterol,Primula sikkmensis,18589747
hexacosanol,Primula sikkmensis,18589747
kaempferol,Primula sikkmensis,18589747
Prunetin,Primula sikkmensis,18589747
quercetin,Primula sikkmensis,18589747
quercetin-3-O-beta-D-glucoside,Primula sikkmensis,18589747
"1-O-(1, 2-propanediol)-6-O-galloyl-beta-D-glucopyranoside",Psidium guajava,21348423
1-O-galloyl-beta-D-glucose,Psidium guajava,19526787
"2,6-dihydroxy-3,5-dimethyl-4-O-(6?-O-galloyl-?-D-glucopyranosyl)-benzophenone",Psidium guajava,22085357
"2,6-dihydroxy-3-formaldehyde-5-methyl-4-O-(6?-O-galloyl-?-D-glucopyranosyl)-diphenylmethane",Psidium guajava,22085357
2alpha-hydroxyoleanolic acid,Psidium guajava,19526787
2alpha-hydroxyursolic acid,Psidium guajava,19526787
alkaloids,Psidium guajava,21687350
alkaloids,Psidium guajava,22536985
asiatic acid,Psidium guajava,12377233
avicularin,Psidium guajava,22085357
beta-sitosterol,Psidium guajava,17616904
ellagic acid,Psidium guajava,21348423
ellagic acid-4-O-beta-D-glucopyranoside,Psidium guajava,21348423
gallic acid,Psidium guajava,21348423
goreishic acid I,Psidium guajava,12049217
guaijaverin,Psidium guajava,16882158
guaijaverin,Psidium guajava,22085357
Guajadial,Psidium guajava,17985919
guajadial,Psidium guajava,20929258
guajanoic acid,Psidium guajava,14984086
guajavolide,Psidium guajava,12494352
guavacoumaric acid,Psidium guajava,12377233
guavanoic acid,Psidium guajava,12377233
guavenoic acid,Psidium guajava,12494352
guavinoside A,Psidium guajava,20354804
guavinoside B,Psidium guajava,20354804
guavinoside C,Psidium guajava,20354804
hyperin,Psidium guajava,19526787
hyperoside,Psidium guajava,22085357
ilelatifol D,Psidium guajava,12377233
isoneriucoumaric acid,Psidium guajava,12377233
isoquercitrin,Psidium guajava,22085357
jacoumaric acid,Psidium guajava,12377233
kaempferol,Psidium guajava,22085357
morin-3-O-alpha-L-arabopyranoside,Psidium guajava,19526787
myricetin-3-O-beta-D-glucoside,Psidium guajava,19526787
obtusinin,Psidium guajava,12049217
obtusol,Psidium guajava,17616904
oleanolic acid,Psidium guajava,17616904
psidial A,Psidium guajava,20078113
psidial B,Psidium guajava,20078113
psidial C,Psidium guajava,20078113
psidiumoic acid,Psidium guajava,17616904
Psiguadial A,Psidium guajava,20929258
Psiguadial B,Psidium guajava,20929258
psiguanin A,Psidium guajava,22375873
psiguanin B,Psidium guajava,22375873
psiguanin C,Psidium guajava,22375873
psiguanin D,Psidium guajava,22375873
quercetin,Psidium guajava,22085357
"quercetin-3-O-(6""-galloyl) beta-D-galactopyranoside",Psidium guajava,21348423
quercetin-3-O-beta-D-glucuronopyranoside,Psidium guajava,19526787
quercitrin,Psidium guajava,22085357
reynoutrin,Psidium guajava,22085357
ursolic acid,Psidium guajava,19526787
ursolic acid,Psidium guajava,17616904
8-methoxypsoralen,Psoralea corylifolia,24199566
astragalin,Psoralea corylifolia,24199566
bavachalcone,Psoralea corylifolia,16683532
bavachin,Psoralea corylifolia,24199566
bavachinin,Psoralea corylifolia,24199566
bavadin,Psoralea corylifolia,16683532
bavarigenin,Psoralea corylifolia,21351474
coryfolia D,Psoralea corylifolia,21351474
corylifolinin,Psoralea corylifolia,24199566
corylin,Psoralea corylifolia,24199566
corylinin,Psoralea corylifolia,17365188
daidzein,Psoralea corylifolia,24199566
daidzin,Psoralea corylifolia,24199566
daidzin,Psoralea corylifolia,16683532
daidzin,Psoralea corylifolia,17365188
isopsoralen,Psoralea corylifolia,17365188
isopsoralen,Psoralea corylifolia,24199566
isopsoralen,Psoralea corylifolia,16683532
neobavaisoflavone,Psoralea corylifolia,24199566
neobavaisoflavone,Psoralea corylifolia,17365188
psoralen,Psoralea corylifolia,17365188
psoralen,Psoralea corylifolia,24199566
psoralen,Psoralea corylifolia,16683532
psoralidin,Psoralea corylifolia,16683532
psoralidin,Psoralea corylifolia,24199566
sophoracoumestan A,Psoralea corylifolia,17365188
uracil,Psoralea corylifolia,17365188
(2R)-pterosin P,Pteris multifida,20486077
bimutipterosins A,Pteris multifida,21856388
bimutipterosins B,Pteris multifida,21856388
dehydropterosin B,Pteris multifida,20486077
"2-methoxy-5-hydroxy-1, 4-naphthoquinone",Pterospermum heterophyllum,19086637
3beta-hydroxytaraxer-14-ene-1-one,Pterospermum heterophyllum,20183302
"5, 7-dihydroxy-6, 8-dimethylchromone",Pterospermum heterophyllum,19086637
"5,7-dihydroxy-6,8-dimethylchromone",Pterospermum heterophyllum,20183302
"5-hydroxy-2-methoxy-1,4-naphthoquinone",Pterospermum heterophyllum,20183302
6beta-hydroxystigmast-4-en-3-one,Pterospermum heterophyllum,20183302
alpha-monpalmitin,Pterospermum heterophyllum,20183302
alpha-monpalmitin,Pterospermum heterophyllum,19086637
beta-sitosterol,Pterospermum heterophyllum,19086637
beta-sitosterol,Pterospermum heterophyllum,20183302
betulin,Pterospermum heterophyllum,19086637
betulin,Pterospermum heterophyllum,20183302
betulinic acid,Pterospermum heterophyllum,19086637
betulinic acid,Pterospermum heterophyllum,20183302
palmitic acid,Pterospermum heterophyllum,19086637
palmitic acid,Pterospermum heterophyllum,20183302
sumaresinolic acid,Pterospermum heterophyllum,20183302
sumaresinolic acid,Pterospermum heterophyllum,19086637
"taraxer-14-ene-1alpha,3beta-diol",Pterospermum heterophyllum,20183302
taraxerol,Pterospermum heterophyllum,19086637
taraxerol,Pterospermum heterophyllum,20183302
Alkaloids,Pterygota macrocarpa,22690251
"1,8 cineol",Pulicaria gnaphalodes,23413994
2L -4L-dihydroxy eicosane,Pulicaria gnaphalodes,23413994
chrysanthenyl acetate,Pulicaria gnaphalodes,23413994
dehydroaromadendrene,Pulicaria gnaphalodes,23413994
verbenol,Pulicaria gnaphalodes,23413994
?-pinen,Pulicaria gnaphalodes,23413994
alkaloids,Punica granatum,22536985
Alkaloids,Punica granatum,11167029
"6,7,11-trihydroxy-10-methoxy-9-(7-methoxy-3-methyl-1-oxoisochroman-5-yl)-2-methyl-12-oxo-12H-benzo[b]xanthene-4-carboxylic acid",Pyrenacantha kaurabassana,23002902
"6,7-dihydroxy-10,11-dimethoxy-9-(7-methoxy-3-methyl-1-oxoisochroman-5-yl)-2-methyl-12-oxo-12H-benzo[b]xanthene-4-carboxylic acid",Pyrenacantha kaurabassana,23002902
hexadecahydrochrysen-3-ol,Pyrenacantha kaurabassana,23002902
(+)-pinoresinol-4'-O-beta-D- glucopyranoside,Pyrethrum tatsienense,17727058
betulabuside A,Pyrethrum tatsienense,17727058
dihydrosyringin,Pyrethrum tatsienense,17727058
linoeic acid,Pyrethrum tatsienense,17727058
pinoresinol,Pyrethrum tatsienense,17727058
pyrropetioside,Pyrrosia petiolosa,12765199
alkaloids,Quercus infectoria,22536985
hydrolysable tannins,Quercus infectoria,22536985
hydrolysable tannins,Quisqualis indica,22536985
daucosterol,Rabdosia japonica,12525072
glaucocalgxin A,Rabdosia japonica,12525072
oleanolic acid,Rabdosia japonica,12525072
ursolic acid,Rabdosia japonica,12525072
7-hydroxynoracronycine,Rauvolfia verticillata,22919724
ajmalicine B,Rauvolfia verticillata,22919724
raunescine,Rauvolfia verticillata,22919724
rauverine A,Rauvolfia verticillata,24266393
rauverine B,Rauvolfia verticillata,24266393
rauverine C,Rauvolfia verticillata,24266393
rauverine D,Rauvolfia verticillata,24266393
rauverine E,Rauvolfia verticillata,24266393
rauverine F,Rauvolfia verticillata,24266393
rauverine G,Rauvolfia verticillata,24266393
sandwicine,Rauvolfia verticillata,22919724
perakine,Rauvolfia yunnanensis,23707746
raucaffrinoline,Rauvolfia yunnanensis,23707746
rauvoloid A,Rauvolfia yunnanensis,23707746
rauvoloid B,Rauvolfia yunnanensis,23707746
rauvoloid C,Rauvolfia yunnanensis,23707746
rauvoloid D,Rauvolfia yunnanensis,23707746
rauvoloid E,Rauvolfia yunnanensis,23707746
"1alpha, 3beta-dihydroxy-5beta-pregn-16-en-20-one-3-O-beta-D-glucopyranoside",Reineckea carnea,19157124
a-D-glucose,Reineckea carnea,19157124
daucosterol,Reineckea carnea,19157124
sophoraflavone B,Reineckea carnea,19157124
"stigmast-5, 22-dien-3-O-beta-D-glucopyranoside",Reineckea carnea,19157124
syringaresinol-beta-D-glucoside,Reineckea carnea,19157124
10-ethoxy gambogic acid,Resina Garciniae,17994391
10-methoxygambogenic acid,Resina Garciniae,17994391
10-methoxygambogic acid,Resina Garciniae,17994391
desoxymorellinin,Resina Garciniae,17994391
isogambogenic acid,Resina Garciniae,17994391
3-oxo-19alpha-hydroxyurs-12-en-28-oic acid,Rhaponticum uniflorum,16499021
arjunic acid,Rhaponticum uniflorum,16499021
pomolic acid,Rhaponticum uniflorum,16499021
tormentic acid,Rhaponticum uniflorum,16499021
ursolic acid,Rhaponticum uniflorum,16499021
"1,5,6-trihydroxy-3-methoxy-7-geranyl-xanthone",Rheedia acuminata,20948498
"2,5-dimethyl-7-methoxychromone",Rheum glabricaule,16379418
chrysophanol 8-O-beta-D-glucopyranoside,Rheum glabricaule,16379418
chrysophanol-8-Me ether,Rheum glabricaule,16379418
citreorosein,Rheum glabricaule,16379418
daucosterol,Rheum glabricaule,16379418
n-hexacosnic acid,Rheum glabricaule,16379418
palmitic acid,Rheum glabricaule,16379418
1-O-beta-D-glucopyranosyl-chrysophanols,Rheum rhizastachyum,12774374
1-O-beta-D-glucopyranosyl-emodin,Rheum rhizastachyum,12774374
chrysophanol,Rheum rhizastachyum,12774374
emodin,Rheum rhizastachyum,12774374
gallic acid,Rheum rhizastachyum,12774374
Rhinacanthone,Rhinacanthus nasutus,19571394
beta-sitosterol,Rhizoma Cyperi,18973011
catenarin,Rhizoma Cyperi,18973011
daucosterol,Rhizoma Cyperi,18973011
hexadecanoic acid,Rhizoma Cyperi,18973011
physicion,Rhizoma Cyperi,18973011
stigmasterol,Rhizoma Cyperi,18973011
"15(S)-isopimar-7-en-1-oxo-15,16-diol",Rhizophora apiculata,21751849
guaijaverin,Rhododendron anthopogonoide,16499020
polystachoside,Rhododendron anthopogonoide,16499020
quercetin-4'-O-beta-D-galactoside,Rhododendron anthopogonoide,16499020
quercitrin,Rhododendron anthopogonoide,16499020
reynoutrin,Rhododendron anthopogonoide,16499020
taxifolin,Rhododendron anthopogonoide,16499020
(6''-O-(4-Hydroxybenzoyl) hyperoside,Rhododendron anthopogonoides,15709380
cacticin,Rhododendron anthopogonoides,15709380
hirsutine,Rhododendron anthopogonoides,15709380
hyperoside,Rhododendron anthopogonoides,15709380
isorhamnetin,Rhododendron anthopogonoides,15709380
kaemferol-3-beta-D-galactoside,Rhododendron anthopogonoides,15709380
myricetin-3-beta-D-Xyloside,Rhododendron anthopogonoides,15709380
Quercetin,Rhododendron anthopogonoides,15709380
"3,5,7-trihydroxylchromone 3-O-beta-D-xylopyranoside",Rhododendron ovatum Planch,15875672
beta-sitosterol,Rhododendron ovatum Planch,15875672
betulinic acid,Rhododendron ovatum Planch,15875672
D-glucose,Rhododendron ovatum Planch,15875672
quercetin,Rhododendron ovatum Planch,15875672
taraxerol,Rhododendron ovatum Planch,15875672
quercetin-3-O-alpha-L-rhamnopyranoside,Rhododendron ovatum PlanchRhododendron ovatum Planch,15875672
alkaloids,Rhodomyrtus tomentos,22536985
3-acetoxy oleanolic acid,ripterygium hypoglaucum,22256754
"3-oxo-olean-9(11),12-diene",ripterygium hypoglaucum,22256754
beta-sitosterol,ripterygium hypoglaucum,22256754
canophyllal,ripterygium hypoglaucum,22256754
daucostorol,ripterygium hypoglaucum,22256754
friedelin,ripterygium hypoglaucum,22256754
"glut-5-en-3beta,28-diol",ripterygium hypoglaucum,22256754
palmitic acid,ripterygium hypoglaucum,22256754
stearic acid,ripterygium hypoglaucum,22256754
tricosanoic acid,ripterygium hypoglaucum,22256754
triptonoterpene methyl ether,ripterygium hypoglaucum,22256754
triptophenolide,ripterygium hypoglaucum,22256754
"1,2,3,4,6-penta-O-galloyl-beta-D-glucoside",Rosa nutkana,18066132
"1,6-digalloyl-beta-D-glucoside",Rosa nutkana,18066132
catechin gallate,Rosa nutkana,18066132
euscaphic acid,Rosa nutkana,18066132
L-ascorbic acid,Rosa nutkana,18066132
maslinic acid,Rosa nutkana,18066132
quercetin,Rosa nutkana,18066132
quercetin-3-O-glucoside,Rosa nutkana,18066132
tormentic acid,Rosa nutkana,18066132
ursolic acid,Rosa nutkana,18066132
1-hydroxy-2-hydroxymethyl-3-methoxyanthraquinone,Rubia wallichiana DECNE,12913233
rubiawallin A,Rubia wallichiana DECNE,12913233
rubiawallin B,Rubia wallichiana DECNE,12913233
rubiawallin C,Rubia wallichiana DECNE,12913233
Rubianol A,Rubia yunnanensis,12762798
Rubianol B,Rubia yunnanensis,12762798
Rubianol C,Rubia yunnanensis,12762798
Rubianol D,Rubia yunnanensis,12762798
Rubianol E,Rubia yunnanensis,12762798
rubianoside I,Rubia yunnanensis,12762798
rubiarbonone D,Rubia yunnanensis,12350148
rubiarbonone E,Rubia yunnanensis,12350148
rubiarbonone F,Rubia yunnanensis,12350148
rubiarbonone G,Rubia yunnanensis,12350148
Rubinaphthin A,Rubia yunnanensis,11848223
Rubinaphthin B,Rubia yunnanensis,11848223
Rubinaphthin C,Rubia yunnanensis,11848223
Rubinaphthin D,Rubia yunnanensis,11848223
2alpha-hydroxyoleanolic acid,Rubus biflorus,19260277
corosolic acid,Rubus biflorus,19260277
lupeol acetate,Rubus biflorus,19260277
oleanoic acid,Rubus biflorus,19260277
sitosterol,Rubus biflorus,19260277
rubuside A,Rubus ellipticus var. obcordatus,19795885
rubuside A,Rubus ellipticus var. obcordatus,19795885
rubuside B,Rubus ellipticus var. obcordatus,19795885
rubuside C,Rubus ellipticus var. obcordatus,19795885
rubuside D,Rubus ellipticus var. obcordatus,19795885
rubuside E,Rubus ellipticus var. obcordatus,19795885
rubuside F,Rubus ellipticus var. obcordatus,19795885
rubuside G,Rubus ellipticus var. obcordatus,19795885
rubuside H,Rubus ellipticus var. obcordatus,19795885
rubuside I,Rubus ellipticus var. obcordatus,19795885
rubuside J,Rubus ellipticus var. obcordatus,19795885
(+) -catech,Rubus parvifolius,21818969
beta-daucosterol,Rubus parvifolius,21818969
camelliagenin A,Rubus parvifolius,21818969
euscaphic acid,Rubus parvifolius,21818969
lauric acid,Rubus parvifolius,21818969
O-nitrophenol,Rubus parvifolius,21818969
p-sitosterol,Rubus parvifolius,21818969
15alpha-hydroxyfriedelan-3-one,Salacia hainanensis,20055135
"26, 27-dihydroxy-7, 24-tirucalladien-3-one",Salacia hainanensis,20055135
abruslactone A,Salacia hainanensis,20055135
beta-sitosterol,Salacia hainanensis,15934239
beta-sitosterol,Salacia hainanensis,20055135
epicatechin,Salacia hainanensis,20055135
friedelin,Salacia hainanensis,20055135
friedelin,Salacia hainanensis,15934239
lupeol,Salacia hainanensis,20055135
mangiferin,Salacia hainanensis,20055135
mangiferin,Salacia hainanensis,15934239
ursolic acid,Salacia hainanensis,15934239
"3, 22-dioxo-29-normoretane",Salacia prinoides,19180955
30-Hydorxylup-20 (29) -en-3-one,Salacia prinoides,19180955
beta-Daucosterol,Salacia prinoides,19180955
beta-Sitosterol,Salacia prinoides,19180955
Egallic acid,Salacia prinoides,19180955
Ethyl gallate,Salacia prinoides,19180955
Gallic acid,Salacia prinoides,19180955
Hentriacontan-12-ol,Salacia prinoides,19180955
Hentriacontanol,Salacia prinoides,19180955
Isorhamnetin,Salacia prinoides,19180955
Kaempferol-4'-methylether,Salacia prinoides,19180955
"Lup-20(29)-en-3beta,30-diol",Salacia prinoides,19180955
lupeol,Salacia prinoides,19180955
Quercetin,Salacia prinoides,19180955
"Quercet-in-3', 4'-dimethylether",Salacia prinoides,19180955
Ursolid acid,Salacia prinoides,19180955
beta-sitosterol,Salix oritrepha,12776426
beta-sitosteryl-3-O-glucoside,Salix oritrepha,12776426
friedelin,Salix oritrepha,12776426
luteolin-7-O-glucoside,Salix oritrepha,12776426
"(-)syringaresinol 4,4'-bis-O-beta-D-glucopyranoside",Salsola collina,21823480
"5, 2'-dihydroxy-6, 7-methylenedioxy-isoflavone",Salsola collina,21823480
acanthoside D,Salsola collina,17511147
beta-sitosterol,Salsola collina,21823480
ferulic acid,Salsola collina,17511147
isorhamnetin-3-O-alpha-L-arabinopyranosyl (1-->6) -beta-D-glucopyranoside,Salsola collina,17511147
isorhamnetin-3-O-beta-D-glucopyranoside,Salsola collina,17511147
isorhamnetin-7-O-beta-D-glucopyranoside,Salsola collina,17511147
n-dotriacontanic acid,Salsola collina,21823480
n-lignoceric acid,Salsola collina,21823480
p-coumaric acid,Salsola collina,17511147
salicylic acid,Salsola collina,21823480
salicylic acid,Salsola collina,17511147
selagin,Salsola collina,17511147
tricin,Salsola collina,17511147
tricin -7-O-beta-D-glucopyranoside,Salsola collina,17511147
tricin-4'-O-beta-D-apioside,Salsola collina,17511147
vanillic acid,Salsola collina,21823480
3-hydroxy hexadecanoic acid,Salvia chionantha,20732375
3-hydroxy tetradecanoic acid,Salvia chionantha,20732375
Germacrene D,Salvia chionantha,20732375
palmitic acid,Salvia chionantha,20732375
spathulenol,Salvia chionantha,20732375
?-humulene,Salvia chionantha,20732375
?-caryophyllene,Salvia chionantha,20732375
1 beta-hydroxy-lupeol,Salvia roborowskii Maxim,15981878
quercetin-3-O-beta-D-glucoside,Salvia roborowskii Maxim,15981878
rutin,Salvia roborowskii Maxim,15981878
Alkaloid,Samanea saman,21306653
alkaloids,Sandoricum indicum,22536985
16?-hydroxybryodulcosigenin,Saniculiphyllum guangxiense,22899611
3?-O-feruloylolean-12-en-27-oic acid,Saniculiphyllum guangxiense,22899611
3?-hydroxyolean-12-en-27-oic acid,Saniculiphyllum guangxiense,22899611
daucosterol,Saniculiphyllum guangxiense,22899611
menisdaurin,Saniculiphyllum guangxiense,22899611
oleanolic acid,Saniculiphyllum guangxiense,22899611
purshianin,Saniculiphyllum guangxiense,22899611
?-sitosterol,Saniculiphyllum guangxiense,22899611
(E)-Caryophyllene,Santolina chamaecyparissus,22908587
(E)-Nerolidol,Santolina chamaecyparissus,22908587
Allo-aromadendrene,Santolina chamaecyparissus,22908587
Camphor,Santolina chamaecyparissus,22908587
Caryophyllene oxide,Santolina chamaecyparissus,22908587
cubenol,Santolina chamaecyparissus,22908587
Curcumene,Santolina chamaecyparissus,22908587
Dodecanoic acid,Santolina chamaecyparissus,22908587
Germacrene D,Santolina chamaecyparissus,22908587
ß-Ionone,Santolina chamaecyparissus,22908587
?-Bisabolene,Santolina chamaecyparissus,22908587
?-Copaene,Santolina chamaecyparissus,22908587
(E)-3-(6-[(E)-3-hydroxy-3-oxo-1-propenyl]-9-oxo-9H-xanthen-2-yl)-2-propenoic acid,Santolina insularis,15787246
cirsimaritin,Santolina insularis,15787246
hispidulin,Santolina insularis,15787246
luteolin,Santolina insularis,15787246
luteolin 7-O-beta-D-glucopyranoside,Santolina insularis,15787246
nepetin,Santolina insularis,15787246
rhamnocitrin,Santolina insularis,15787246
"4-methoxycarbonyl-5,10-benzogquinolinequinone",Saprosma hainanense,21372415
cleistopholine,Saprosma hainanense,21372415
liriodenine,Saprosma hainanense,21372415
marcanine A,Saprosma hainanense,21372415
quinoline,Saprosma hainanense,21372415
saprosmine A,Saprosma hainanense,21372415
saprosmine B,Saprosma hainanense,21372415
deltoiden A,Saussurea deltoidea,22580298
deltoiden B,Saussurea deltoidea,22580298
deltoignan A,Saussurea deltoidea,22580298
deltoignan B,Saussurea deltoidea,22580298
sausinlactone A,Saussurea deltoidea,21641973
sausinlactone B,Saussurea deltoidea,21641973
sausinlactone C,Saussurea deltoidea,21641973
"3,5-dimethoxy-4-hydroxy-acetophenone",Saussurea lappa,19673381
"3,5-dimethoxy-4-hydroxy-benzaldehyde",Saussurea lappa,19673381
"5,7-dihydroxy-2-methylchromone",Saussurea lappa,19673381
5-hydroxymethyl-furaldehyde,Saussurea lappa,19673381
Alkaloids,Saussurea lappa,11167029
beta-sitosterol,Saussurea lappa,19673381
daucosterol,Saussurea lappa,19673381
ethyl 2-pyrrolidinone-5(s)-carboxylate,Saussurea lappa,19673381
glucose,Saussurea lappa,19673381
palmitic acid,Saussurea lappa,19673381
p-hydroxybenzaldehyde,Saussurea lappa,19673381
succinic acid,Saussurea lappa,19673381
beta-sitosterol,Schisandra chinensis,19873730
daucosterol,Schisandra chinensis,19873730
gamma-schizandrin,Schisandra chinensis,19873730
ganwuweizic acid,Schisandra chinensis,19873730
gomisin A,Schisandra chinensis,19873730
schinchinenin A,Schisandra chinensis,23318468
schinchinenin B,Schisandra chinensis,23318468
schinchinenin C,Schisandra chinensis,23318468
schinchinenin D,Schisandra chinensis,23318468
schinchinenin E,Schisandra chinensis,23318468
schinchinenin F,Schisandra chinensis,23318468
schinchinenin G,Schisandra chinensis,23318468
schinchinenin H,Schisandra chinensis,23318468
schinchinenlactone A,Schisandra chinensis,23318468
schinchinenlactone B,Schisandra chinensis,23318468
schinchinenlactone C,Schisandra chinensis,23318468
schizandrin,Schisandra chinensis,19873730
wuweizisu A,Schisandra chinensis,19873730
wuweizisu C,Schisandra chinensis,19873730
(-)-15-hydroxycalamenene,Schisandra glaucescens,23373215
(-)-cubebol,Schisandra glaucescens,23373215
(+)-ent-epicubenol,Schisandra glaucescens,23373215
4-epi-cubebol,Schisandra glaucescens,23373215
alpha-cadinol,Schisandra glaucescens,23373215
"caryolane-1,9/3-diol",Schisandra glaucescens,23373215
caryophyllenol-I,Schisandra glaucescens,23373215
caryophyllenol-II,Schisandra glaucescens,23373215
ent-T-muurolol,Schisandra glaucescens,23373215
oxyphyllenodiols A,Schisandra glaucescens,23373215
t-cadinol,Schisandra glaucescens,23373215
torreyol,Schisandra glaucescens,23373215
henrischinins A,Schisandra henryi,21348450
henrischinins B,Schisandra henryi,21348450
henrischinins C,Schisandra henryi,21348450
lancifodilactone I,Schisandra lancifolia,16499331
lancifodilactone J,Schisandra lancifolia,16499331
lancifodilactone K,Schisandra lancifolia,16499331
lancifodilactone L,Schisandra lancifolia,16499331
lancifodilactone M,Schisandra lancifolia,16499331
lancifodilactone N,Schisandra lancifolia,16499331
schilancifolignan A,Schisandra lancifolia,20460806
schilancifolignan B,Schisandra lancifolia,20460806
schilancifolignan C,Schisandra lancifolia,20460806
neglschisandrin C,Schisandra neglecta,18560334
neglschisandrin D,Schisandra neglecta,18560334
neglschisandrin E,Schisandra neglecta,23429345
neglschisandrin F,Schisandra neglecta,23429345
"(+/-) 5,8-epoxyl-6, 7-dimethyl-2',3',2"",3""-dimethylenedioxy-4', 1""-dimethyl-1,2:3,4-dibenzo-1, 3-cyclooctadiene",Schisandra propinqua,12776319
angeloylgomisin O,Schisandra propinqua,12776319
angeloylisogomisin O,Schisandra propinqua,12776319
kadsulignan L,Schisandra propinqua,12776319
propindilatone E,Schisandra propinqua,18578539
propindilatone F,Schisandra propinqua,18578539
propindilatones G,Schisandra propinqua,18578539
propindilatones H,Schisandra propinqua,18578539
propindilatones I,Schisandra propinqua,18578539
propindilatones J,Schisandra propinqua,18578539
tigloylgomisin P,Schisandra propinqua,12776319
wuweizisu C,Schisandra propinqua,12776319
rubriflorin A,Schisandra rubriflora,17489633
rubriflorin B,Schisandra rubriflora,17489633
rubriflorin C,Schisandra rubriflora,17489633
rubrilignan A,Schisandra rubriflora,21534036
rubrilignan B,Schisandra rubriflora,21534036
schisphenlignan A,Schisandra sphenanthera,23302592
schisphenlignan B,Schisandra sphenanthera,23302592
schisphenlignan C,Schisandra sphenanthera,23302592
schisphenlignan D,Schisandra sphenanthera,23302592
schisphenlignan E,Schisandra sphenanthera,23302592
schisphenlignan F,Schisandra sphenanthera,23500381
schisphenlignan G,Schisandra sphenanthera,23500381
schisphenlignan H,Schisandra sphenanthera,23500381
schisphenlignan I,Schisandra sphenanthera,23500381
schisphenlignan J,Schisandra sphenanthera,23500381
schisphenlignan K,Schisandra sphenanthera,23500381
sphenadilactone C,Schisandra sphenanthera,18951592
sphenasin A,Schisandra sphenanthera,18951592
